MACHINENAME,FACTORYNAME,PMS_MACHINEGROUPNAME,AREANAME,SUPERMACHINENAME,DESCRIPTION
A1PHT05_DV1_OV4,ARRAY,,BA1PHT03,A1PHT05_DV1,AHP(5-5)
A1PHT05_DV1_OV5,ARRAY,,BA1PHT03,A1PHT05_DV1,AHP(5-6)
A1PHT05_DV1_OV6,ARRAY,,BA1PHT03,A1PHT05_DV1,COOL(5-7)
A1PHT09_BF1,ARRAY,,BA1PHT03,A1PHT09,Buffer
A1PHT05_CT1,ARRAY,,BA1PHT03,A1PHT05,Coater
A1PHT09_BF1_LA1,ARRAY,,BA1PHT03,A1PHT09_BF1,Glass out(Turn)
A1PHT05_EX1,ARRAY,,BA1PHT03,A1PHT05,Exposure
A1PHT05_AI1_AI1,ARRAY,,BA1PHT03,A1PHT05_AI1,AOI
A1MSK01,ARRAY,,BA1PHT03,,Mask Stocker
A1PHT09_TL1,ARRAY,,BA1PHT03,A1PHT09,TL
A1PHT09_TL1_TL1,ARRAY,,BA1PHT03,A1PHT09_TL1,TL
A1PHT09_LD1_RT2,ARRAY,,BA1PHT03,A1PHT09_LD1,Robot 2#
A1PHT09_LD1_PT1,ARRAY,,BA1PHT03,A1PHT09_LD1,Port 1#
A1PHT09_LD1_PT2,ARRAY,,BA1PHT03,A1PHT09_LD1,Port 2#
A1PHT09_LD1_PT3,ARRAY,,BA1PHT03,A1PHT09_LD1,Port 3#
A1MCR02,ARRAY,GA1INS01,BA1DRE03,,宏观+微观测量2#
A1MCR02_LD1,ARRAY,,BA1DRE03,A1MCR02,Index
A1MCR02_MM1,ARRAY,,BA1DRE03,A1MCR02,MCR设备
A1MCR02_LD1_RT1,ARRAY,,BA1DRE03,A1MCR02_LD1,机械手
A1MCR02_MM1_MI1,ARRAY,,BA1DRE03,A1MCR02_MM1,MICRO检测
A1MCR02_MM1_MA1,ARRAY,,BA1DRE03,A1MCR02_MM1,MACRO检测
A1PHT08_EX1_EX1,ARRAY,,BA1PHT03,A1PHT08_EX1,Exposure
A1PHT08_LD1_RT1,ARRAY,,BA1PHT03,A1PHT08_LD1,Robot 1#
A1PHT07_LD1,ARRAY,,BA1PHT03,A1PHT07,Index
A1PHT07_AI1,ARRAY,,BA1PHT03,A1PHT07,AOI
A1PHT07_TL1,ARRAY,,BA1PHT03,A1PHT07,TL
A1PHT07_CL1,ARRAY,,BA1PHT03,A1PHT07,Cleaner
A1PHT07_DV1,ARRAY,,BA1PHT03,A1PHT07,Develop
A1PHT07_TL1_TL1,ARRAY,,BA1PHT03,A1PHT07_TL1,TL
A1PHT07_CT1,ARRAY,,BA1PHT03,A1PHT07,Coater
A1PHT08_LD1_PT1,ARRAY,,BA1PHT03,A1PHT08_LD1,Port 1#
A1PHT07_BK1_OV1,ARRAY,,BA1PHT03,A1PHT07_BF1,成像显影设备 7#Post-Bake Oven(near AOI)
A1PHT07_EX1,ARRAY,,BA1PHT03,A1PHT07,Exposure
A1PHT07_AI1_AI1,ARRAY,,BA1PHT03,A1PHT07_AI1,AOI
A1PHT08_LD1_PT2,ARRAY,,BA1PHT03,A1PHT08_LD1,Port 2#
A1PHT08_LD1_PT3,ARRAY,,BA1PHT03,A1PHT08_LD1,Port 3#
A1PHT08_LD1_PT4,ARRAY,,BA1PHT03,A1PHT08_LD1,Port 4#
A1PHT08_LD1_PT5,ARRAY,,BA1PHT03,A1PHT08_LD1,Port 5#
A1PHT08_LD1_PT6,ARRAY,,BA1PHT03,A1PHT08_LD1,Port 6#
A1PHT08_LD1_PT7,ARRAY,,BA1PHT03,A1PHT08_LD1,Port 7#
A1PHT08_LD1_PT8,ARRAY,,BA1PHT03,A1PHT08_LD1,Port 8#
A1PHT08_LD1_PT9,ARRAY,,BA1PHT03,A1PHT08_LD1,Port 9#
A1PHT08_LD1_RT2,ARRAY,,BA1PHT03,A1PHT08_LD1,Robot 2#
A1PHT08_CL1_LA1,ARRAY,,BA1PHT03,A1PHT08_CL1,Glass Out
A1PHT08_CL1_UA1,ARRAY,,BA1PHT03,A1PHT08_CL1,Glass in（Li.SOR)
A1PHT08_CL1_OV1,ARRAY,,BA1PHT03,A1PHT08_CL1,AD(2-2)
A1PHT08_CL1_OV2,ARRAY,,BA1PHT03,A1PHT08_CL1,AHP(2-3)
A1PHT08_CL1_OV3,ARRAY,,BA1PHT03,A1PHT08_CL1,TS COL(2-4)
A1PHT08_CL1_OV4,ARRAY,,BA1PHT03,A1PHT08_CL1,AHP(2-5)
A1PHT07_LD1_RT1,ARRAY,,BA1PHT03,A1PHT07_LD1,Robot 1#
A1PHT06_LD1,ARRAY,,BA1PHT03,A1PHT06,成像显影设备 6#Index
A1PHT06_AI1,ARRAY,,BA1PHT03,A1PHT06,AOI
A1PHT09_LD1_PT4,ARRAY,,BA1PHT03,A1PHT09_LD1,Port 4#
A1PHT06_CL1,ARRAY,,BA1PHT03,A1PHT06,Cleaner
A1PHT06_DV1,ARRAY,,BA1PHT03,A1PHT06,Develop
A1PHT09_LD1_PT5,ARRAY,,BA1PHT03,A1PHT09_LD1,Port 5#
A1PHT09_LD1_PT6,ARRAY,,BA1PHT03,A1PHT09_LD1,Port 6#
A1PHT09_LD1_PT7,ARRAY,,BA1PHT03,A1PHT09_LD1,Port 7#
A1PHT09_LD1_PT8,ARRAY,,BA1PHT03,A1PHT09_LD1,Port 8#
A1PHT08_CL1_OV5,ARRAY,,BA1PHT03,A1PHT08_CL1,AHP(2-6)
A1PHT08_CL1_OV6,ARRAY,,BA1PHT03,A1PHT08_CL1,TS COL(2-7)
A1PHT08_CL1_BF1,ARRAY,,BA1PHT03,A1PHT08_CL1,P STAGE(2-8)
A1PHT08_CL1_BF2,ARRAY,,BA1PHT03,A1PHT08_CL1,P STAGE(2-9)
A1PHT08_CL1_BF3,ARRAY,,BA1PHT03,A1PHT08_CL1,P STAGE(2-10)
A1PHT08_CL1_BF4,ARRAY,,BA1PHT03,A1PHT08_CL1,P STAGE(2-11)
A1PHT09_LD1_PT9,ARRAY,,BA1PHT03,A1PHT09_LD1,Port 9#
A1PHT06_CT1,ARRAY,,BA1PHT03,A1PHT06,Coater
A1PHT09_CL1_LA1,ARRAY,,BA1PHT03,A1PHT09_CL1,Glass Out
A1PHT06_EX1,ARRAY,,BA1PHT03,A1PHT06,Exposure
A1PHT09_CL1_UA1,ARRAY,,BA1PHT03,A1PHT09_CL1,Glass in
A1PHT09_CL1_OV1,ARRAY,,BA1PHT03,A1PHT09_CL1,AD(2-2)
A1PHT09_CL1_OV2,ARRAY,,BA1PHT03,A1PHT09_CL1,AHP(2-3)
A1PHT09_CL1_OV3,ARRAY,,BA1PHT03,A1PHT09_CL1,TS COL(2-4)
A1PHT09_CL1_OV4,ARRAY,,BA1PHT03,A1PHT09_CL1,AHP(2-5)
A1PHT09_CL1_OV5,ARRAY,,BA1PHT03,A1PHT09_CL1,AHP(2-6)
A1PHT09_CL1_OV6,ARRAY,,BA1PHT03,A1PHT09_CL1,TS COL(2-7)
A1PHT09_CL1_BF1,ARRAY,,BA1PHT03,A1PHT09_CL1,P STAGE(2-8)
A1CDM01,ARRAY,GA1INS01,BA1ETS02,,线宽+宏观测量1#
A1CDM01_LD1,ARRAY,,BA1ETS02,A1CDM01,Index
A1CDM01_LD1_RT1,ARRAY,,BA1ETS02,A1CDM01_LD1,机械手
A1CDM01_CD1,ARRAY,,BA1ETS02,A1CDM01,CDM设备
A1CDM01_CD1_CD1,ARRAY,,BA1ETS02,A1CDM01_CD1,CD线宽测量设备
A1CDM05,ARRAY,GA1INS01,BA1ETS02,,线宽+宏观测量5#
A1CDM05_LD1,ARRAY,,BA1ETS02,A1CDM05,Index
A1CDM05_CD1,ARRAY,,BA1ETS02,A1CDM05,CDM设备
A1AOI03,ARRAY,GA1INS01,BA1ETS02,,AOI 光学检测设备3#
A1AOI03_LD1,ARRAY,,BA1ETS02,A1AOI03,Index
A1AOI03_AI1,ARRAY,,BA1ETS02,A1AOI03,AOI检测设备
A1STP04,ARRAY,GA1STP01,BA1ETS03,,脱膜设备4#
A1STP04_SR1,ARRAY,,BA1ETS03,A1STP04,Index/Strip
A1STP04_SR1_SR1,ARRAY,,BA1ETS03,A1STP04_SR1,S/S1
A1STP04_SR1_DR1,ARRAY,,BA1ETS03,A1STP04_SR1,UTRN 1#(Rinse)
A1STP04_SR1_RT1,ARRAY,,BA1ETS03,A1STP04_SR1,Index Robot
A1ETC01,ARRAY,GA1ETC01,BA1ETS03,,湿刻设备1#
A1ETC02,ARRAY,GA1ETC01,BA1ETS03,,湿刻设备2#
A1ETC01_ET1,ARRAY,,BA1ETS03,A1ETC01,Index / Wet Etch
A1ETC01_ET1_ET1,ARRAY,,BA1ETS03,A1ETC01_ET1,ETCH 1#
A1ETC01_ET1_DR1,ARRAY,,BA1ETS03,A1ETC01_ET1,Rinse 1#
A1ETC01_ET1_RT1,ARRAY,,BA1ETS03,A1ETC01_ET1,Index Robot
A1PHT09_CL1_BF2,ARRAY,,BA1PHT03,A1PHT09_CL1,P STAGE(2-9)
A1ETC02_ET1,ARRAY,,BA1ETS03,A1ETC02,湿刻设备
A1ETC02_ET1_ET1,ARRAY,,BA1ETS03,A1ETC02_ET1,湿刻设备
A1ETC02_ET1_DR1,ARRAY,,BA1ETS03,A1ETC02_ET1,DI清洗
A1PHT09_CL1_BF3,ARRAY,,BA1PHT03,A1PHT09_CL1,P STAGE(2-10)
A1REP05,ARRAY,GA1INS01,BA1INS01,,激光修复设备5#
A1REP05_LD1,ARRAY,,BA1INS01,A1REP05, Index
A1REP05_RP1,ARRAY,,BA1INS01,A1REP05,返修设备
A1REP05_RP1_ST2,ARRAY,,BA1INS01,A1REP05_RP1,返修平台2
A1REP05_LD1_RT1,ARRAY,,BA1INS01,A1REP05_LD1,机械手
A1REP05_RP1_ST1,ARRAY,,BA1INS01,A1REP05_RP1,返修平台1
A1TEG01,ARRAY,GA1INS01,BA1INS01,,半导体特性检查机1#
A1TEG02,ARRAY,GA1INS01,BA1INS01,,半导体特性检查机2#
A1TEG02_LD1,ARRAY,,BA1INS01,A1TEG02, Index
A1TEG02_TE1,ARRAY,,BA1INS01,A1TEG02,TEG测试设备
A1TEG01_LD1,ARRAY,,BA1INS01,A1TEG01,Index
A1TEG01_CD1,ARRAY,,BA1INS01,A1TEG01,CDM设备
A1TEG01_TE1_ST1,ARRAY,,BA1INS01,A1TEG01_CD1,DC测试平台
A1TEG01_LD1_RT1,ARRAY,,BA1INS01,A1TEG01_LD1,机械手
A1PTC01,ARRAY,GA1INS01,BA1INS02,,灰尘测量仪1#
A1PTC01_LD1,ARRAY,,BA1INS02,A1PTC01,Index
A1PTC01_PC1,ARRAY,,BA1INS02,A1PTC01,尘埃粒子测量仪设备
A1PTC01_LD1_ST1,ARRAY,,BA1INS02,A1PTC01_LD1,校准平台
A1PHT09_CL1_BF4,ARRAY,,BA1PHT03,A1PHT09_CL1,P STAGE(2-11)
A1PHT09_CL1_BF5,ARRAY,,BA1PHT03,A1PHT09_CL1,P STAGE(2-12)
A1PHT09_CL1_BF6,ARRAY,,BA1PHT03,A1PHT09_CL1,P STAGE(2-13)
A1PHT09_CL1_SH1,ARRAY,,BA1PHT03,A1PHT09_CL1,Shuttle(2-14)
A1PHT09_CT1_LA1,ARRAY,,BA1PHT03,A1PHT09_CT1,Glass out
A1PHT09_CT1_UA1,ARRAY,,BA1PHT03,A1PHT09_CT1,Glass in(SSDPER)
A1PHT01_LD1_PT1,ARRAY,,BA1PHT01,A1PHT01_LD1,Port 1#
A1PHT01_LD1_PT2,ARRAY,,BA1PHT01,A1PHT01_LD1,Port 2#
F1STK01,CF,GF1STK01,BF1STK01,, CF Stocker 1#
F1STK03,CF,GF1STK01,BF1STK01,, CF Stocker 3#
A1STK01,ARRAY,GA1STK01,BA1STK01,,stocker
F1STK02,CF,GF1STK01,BF1STK01,, CF Stocker 2#
F1STK04,CF,GF1STK01,BF1STK01,, CF Stocker 4#
A1PHT05_LD1_RT1,ARRAY,,BA1PHT03,A1PHT05_LD1,Robot 1#
C1ODF01,CELL,GC1ODF01,BC1ODF01,,ODF 1#
A1STK02,ARRAY,GA1STK01,BA1STK01,,stocker
A1STK03,ARRAY,GA1STK01,BA1STK01,,stocker
A1STK04,ARRAY,GA1STK01,BA1STK01,,stocker
A1STK05,ARRAY,GA1STK01,BA1STK01,,stocker
A1STK06,ARRAY,GA1STK01,BA1STK01,,stocker
A1STK07,ARRAY,GA1STK01,BA1STK01,,stocker
A1STK08,ARRAY,GA1STK01,BA1STK01,,stocker
A1STK09,ARRAY,GA1STK01,BA1STK01,,stocker
A1STK10,ARRAY,GA1STK01,BA1STK01,,stocker
A1STK11,ARRAY,GA1STK01,BA1STK01,,stocker
A1STK12,ARRAY,GA1STK01,BA1STK01,,stocker
C1ODF02,CELL,GC1ODF01,BC1ODF01,,ODF 1#
C1ODF03,CELL,GC1ODF01,BC1ODF01,,ODF 1#
A1PHT08_CL1,ARRAY,,BA1PHT03,A1PHT08,Cleaner
A1PHT08_DV1,ARRAY,,BA1PHT03,A1PHT08,Develop
A1PHT01_LD1_PT3,ARRAY,,BA1PHT01,A1PHT01_LD1,Port 3#
A1PHT08_CT1,ARRAY,,BA1PHT03,A1PHT08,Coater
A1PHT01_LD1_PT4,ARRAY,,BA1PHT01,A1PHT01_LD1,Port 4#
A1PHT08_EX1,ARRAY,,BA1PHT03,A1PHT08,Exposure
A1PHT08_AI1_AI1,ARRAY,,BA1PHT03,A1PHT08_AI1,AOI
A1PHT01_LD1_PT5,ARRAY,,BA1PHT01,A1PHT01_LD1,Port 5#
A1PHT01_LD1_PT6,ARRAY,,BA1PHT01,A1PHT01_LD1,Port 6#
A1PHT01_LD1_PT7,ARRAY,,BA1PHT01,A1PHT01_LD1,Port 7#
A1PHT01_LD1_PT8,ARRAY,,BA1PHT01,A1PHT01_LD1,Port 8#
A1PHT01_LD1_PT9,ARRAY,,BA1PHT01,A1PHT01_LD1,Port 9#
A1PHT01_LD1_RT2,ARRAY,,BA1PHT01,A1PHT01_LD1,Robot 2#
A1PHT01_CL1_LA1,ARRAY,,BA1PHT01,A1PHT01_CL1,Glass Out
A1PHT01_CL1_UA1,ARRAY,,BA1PHT01,A1PHT01_CL1,Glass in（Li.SOR)
A1PHT01_CL1_OV1,ARRAY,,BA1PHT01,A1PHT01_CL1,AD(2-2)
A1PHT01_CL1_OV2,ARRAY,,BA1PHT01,A1PHT01_CL1,AHP(2-3)
A1PHT01_CL1_OV3,ARRAY,,BA1PHT01,A1PHT01_CL1,TS COL(2-4)
A1PHT01_CL1_OV4,ARRAY,,BA1PHT01,A1PHT01_CL1,AHP(2-5)
A1PHT01_CL1_OV5,ARRAY,,BA1PHT01,A1PHT01_CL1,AHP(2-6)
A1PHT01_CL1_OV6,ARRAY,,BA1PHT01,A1PHT01_CL1,TS COL(2-7)
A1PHT01_CL1_BF1,ARRAY,,BA1PHT01,A1PHT01_CL1,P STAGE(2-8)
A1ART01,ARRAY,GA1INS01,BA1INS02,,Array Test1
A1ART02,ARRAY,GA1INS01,BA1INS02,,Array Test2
A1ART01_LD1,ARRAY,,BA1INS02,A1ART01,Index
A1ART01_AT1,ARRAY,,BA1INS02,A1ART01,Array Test 设备
A1ART01_LD1_RT1,ARRAY,,BA1INS02,A1ART01_LD1,机械手
A1ART01_LD1_LL1,ARRAY,,BA1INS02,A1ART01_LD1,Load Lock
A1ART01_AT1_AT1,ARRAY,,BA1INS02,A1ART01_AT1,Array Test
A1ART02_LD1,ARRAY,,BA1INS02,A1ART02,Index
A1ART02_AT1,ARRAY,,BA1INS02,A1ART02,Array Test 设备
A1ART02_AT1_AT1,ARRAY,,BA1INS02,A1ART02_AT1,Array Test
A1ART02_LD1_RT1,ARRAY,,BA1INS02,A1ART02_LD1,机械手
A1ART02_LD1_LL1,ARRAY,,BA1INS02,A1ART02_LD1,Load Lock
A1CVD07_CV1,ARRAY,,BA1CVD01,A1CVD07,CVD设备
A1CVD07,ARRAY,GA1CVD01,BA1CVD01,,CVD 成膜设备7#
A1CVD07_CV1_RT1,ARRAY,,BA1CVD01,A1CVD07_CV1,Indexer Robot
A1CVD07_CV1_LL1,ARRAY,,BA1CVD01,A1CVD07_CV1,Load Lock
A1CVD07_CV1_CHA,ARRAY,,BA1CVD01,A1CVD07_CV1,Chamber A
A1CVD07_CV1_CHB,ARRAY,,BA1CVD01,A1CVD07_CV1,Chamber B
A1CVD07_CV1_CHC,ARRAY,,BA1CVD01,A1CVD07_CV1,Chamber C
A1CVD07_CV1_CHD,ARRAY,,BA1CVD01,A1CVD07_CV1,Chamber D
A1PHT01_CL1_BF2,ARRAY,,BA1PHT01,A1PHT01_CL1,P STAGE(2-9)
A1CVD07_CV1_CHE ,ARRAY,,BA1CVD01,A1CVD07_CV1,Chamber E
A1CVD06,ARRAY,GA1CVD01,BA1CVD02,,CVD 成膜设备6#
A1CVD06_LD1,ARRAY,,BA1CVD02,A1CVD06,Index
A1CVD06_CV1,ARRAY,,BA1CVD02,A1CVD06,CVD设备
A1CVD06_CV1_RT1,ARRAY,,BA1CVD02,A1CVD06_CV1,机械手
A1CVD06_CV1_LL1,ARRAY,,BA1CVD02,A1CVD06_CV1,Load Lock
A1CVD06_CV1_CHA,ARRAY,,BA1CVD02,A1CVD06_CV1,腔体A
A1CVD06_CV1_CHB,ARRAY,,BA1CVD02,A1CVD06_CV1,腔体B
A1CVD06_CV1_CHC,ARRAY,,BA1CVD02,A1CVD06_CV1,腔体C
A1CVD06_CV1_CHD,ARRAY,,BA1CVD02,A1CVD06_CV1,腔体D
A1CVD06_CV1_CHE,ARRAY,,BA1CVD02,A1CVD06_CV1,腔体E
A1CVD06_LD1_RT1,ARRAY,,BA1CVD02,A1CVD06_LD1,机械手
A1DRE08,ARRAY,GA1DRE01,BA1DRE02,,干刻8#
A1DRE09,ARRAY,GA1DRE01,BA1DRE02,,干刻9#
A1DRE08_LD1,ARRAY,,BA1DRE02,A1DRE08,Index
A1DRE08_DE1,ARRAY,,BA1DRE02,A1DRE08,Chamber 1#
A1DRE08_DE1_LL1,ARRAY,,BA1DRE02,A1DRE08_DE1,Load Lock 1#
A1DRE08_DE1_RT1,ARRAY,,BA1DRE02,A1DRE08_DE1,机械手
A1OHS01,ARRAY,GA1STK01,BA1STK01,,OHS
A1SPT01_SP1_CS3,ARRAY,,BA1SPT01,A1SPT01_SP1,Chamber
C1AGVB1,CELL,GC1STK01,BC1STK01,,Virtual AGV buffer
A1SPT01_SP1_CS4,ARRAY,,BA1SPT01,A1SPT01_SP1,Chamber
A1SPT05_SP1_CS3,ARRAY,,BA1SPT01,A1SPT05_SP1,Chamber
A1SPT05_SP1_CS4,ARRAY,,BA1SPT01,A1SPT05_SP1,Chamber
C1GAP01_GP1_PT1,CELL,,BC1ODF01,C1GAP01_GP1,Port
C1GAP01_GP1_PT2,CELL,,BC1ODF01,C1GAP01_GP1,Port
C1GAP01_GP1_RT1,CELL,,BC1ODF01,C1GAP01_GP1,Robot
F1RGB01_RD1_HP2,CF,,BF1RGB01,F1RGB01_RD1,CF RGB线 RED_HP/CP #2
F1RGB01_RD1_CT1,CF,,BF1RGB01,F1RGB01_RD1,CF RGB线 RED_Coater
A1DRE04_LD1_PT1,ARRAY,,BA1DRE02,A1DRE04_LD1,Port 1#
A1DRE04_LD1_PT2,ARRAY,,BA1DRE02,A1DRE04_LD1,Port 2#
A1DRE04_LD1_PT3,ARRAY,,BA1DRE02,A1DRE04_LD1,Port 3#
A1DRE04_LD1_PT4,ARRAY,,BA1DRE02,A1DRE04_LD1,Port 4#
A1DRE04_DE2,ARRAY,,BA1DRE02,A1DRE04,Chamber 2#
A1DRE04_DE2_CH1,ARRAY,,BA1DRE02,A1DRE04_DE2,Chamber
A1DRE04_DE2_RT1,ARRAY,,BA1DRE02,A1DRE04_DE2,Chamber  Robot
A1PHT03_DV1_UA1,ARRAY,,BA1PHT01,A1PHT03_DV1,Glass in
A1PHT03_DV1_OV1,ARRAY,,BA1PHT01,A1PHT03_DV1,AHP(5-2)
A1PHT03_DV1_OV2,ARRAY,,BA1PHT01,A1PHT03_DV1,AHP(5-3)
A1PHT03_DV1_OV3,ARRAY,,BA1PHT01,A1PHT03_DV1,TS COL(5-4)
A1PHT03_DV1_OV4,ARRAY,,BA1PHT01,A1PHT03_DV1,AHP(5-5)
A1PHT03_DV1_OV5,ARRAY,,BA1PHT01,A1PHT03_DV1,AHP(5-6)
A1PHT03_DV1_OV6,ARRAY,,BA1PHT01,A1PHT03_DV1,COOL(5-7)
A1PHT03_DV1_BF1,ARRAY,,BA1PHT01,A1PHT03_DV1,PSTAGE(5-8)
A1PHT03_DV1_BF2,ARRAY,,BA1PHT01,A1PHT03_DV1,PSTAGE(5-9)
A1PHT03_DV1_BF3,ARRAY,,BA1PHT01,A1PHT03_DV1,PSTAGE(5-10)
A1PHT03_DV1_BF4,ARRAY,,BA1PHT01,A1PHT03_DV1,PSTAGE(5-11)
A1PHT03_DV1_BF5,ARRAY,,BA1PHT01,A1PHT03_DV1,PSTAGE(5-12)
A1PHT03_DV1_BF6,ARRAY,,BA1PHT01,A1PHT03_DV1,PSTAGE(5-13)
A1PHT03_BF1_LA1,ARRAY,,BA1PHT01,A1PHT03_BF1,Glass out(Turn)
A1PHT03_BF1_UA1,ARRAY,,BA1PHT01,A1PHT03_BF1,Glass in(Turn)
A1PHT03_BF1_TT1,ARRAY,,BA1PHT01,A1PHT03_BF1,Tittle/EE
A1PHT03_BF1_EX1,ARRAY,,BA1PHT01,A1PHT03_BF1,Exposure
A1PHT03_CT1_LA1,ARRAY,,BA1PHT01,A1PHT03_CT1,Glass out
A1PHT03_CT1_UA1,ARRAY,,BA1PHT01,A1PHT03_CT1,Glass in(SSDPER)
A1PHT03_CT1_OV1,ARRAY,,BA1PHT01,A1PHT03_CT1,AHP(3-2)
A1PHT03_CT1_OV2,ARRAY,,BA1PHT01,A1PHT03_CT1,AHP(3-3)
A1PHT03_CT1_OV3,ARRAY,,BA1PHT01,A1PHT03_CT1,TS COL(3-4)
A1PHT03_CT1_OV4,ARRAY,,BA1PHT01,A1PHT03_CT1,AHP(3-5)
A1PHT03_CT1_OV5,ARRAY,,BA1PHT01,A1PHT03_CT1,AHP(3-6)
A1PHT03_CT1_OV6,ARRAY,,BA1PHT01,A1PHT03_CT1,TS COL(3-7)
A1PHT03_CT1_BF1,ARRAY,,BA1PHT01,A1PHT03_CT1,PSTAGE(3-8)
A1PHT03_CT1_BF2,ARRAY,,BA1PHT01,A1PHT03_CT1,PSTAGE(3-9)
A1PHT03_CT1_BF3,ARRAY,,BA1PHT01,A1PHT03_CT1,PSTAGE(3-10)
A1PHT03_CT1_BF4,ARRAY,,BA1PHT01,A1PHT03_CT1,PSTAGE(3-11)
A1PHT03_CL1_LA1,ARRAY,,BA1PHT01,A1PHT03_CL1,Glass Out
A1PHT03_CL1_UA1,ARRAY,,BA1PHT01,A1PHT03_CL1,Glass in（Li.SOR)
A1PHT03_CL1_OV1,ARRAY,,BA1PHT01,A1PHT03_CL1,AD(2-2)
A1PHT03_CL1_OV2,ARRAY,,BA1PHT01,A1PHT03_CL1,AHP(2-3)
A1PHT03_CL1_OV3,ARRAY,,BA1PHT01,A1PHT03_CL1,TS COL(2-4)
A1PHT03_CL1_OV4,ARRAY,,BA1PHT01,A1PHT03_CL1,AHP(2-5)
A1PHT03_CL1_OV5,ARRAY,,BA1PHT01,A1PHT03_CL1,AHP(2-6)
A1PHT03_CL1_OV6,ARRAY,,BA1PHT01,A1PHT03_CL1,TS COL(2-7)
A1PHT03_CL1_BF1,ARRAY,,BA1PHT01,A1PHT03_CL1,P STAGE(2-8)
A1PHT03_CL1_BF2,ARRAY,,BA1PHT01,A1PHT03_CL1,P STAGE(2-9)
A1PHT03_CL1_BF3,ARRAY,,BA1PHT01,A1PHT03_CL1,P STAGE(2-10)
A1PHT03_CL1_BF4,ARRAY,,BA1PHT01,A1PHT03_CL1,P STAGE(2-11)
A1PHT03_CL1_BF5,ARRAY,,BA1PHT01,A1PHT03_CL1,P STAGE(2-12)
A1PHT03_CL1_BF6,ARRAY,,BA1PHT01,A1PHT03_CL1,P STAGE(2-13)
A1PHT03_CL1_SH1,ARRAY,,BA1PHT01,A1PHT03_CL1,Shuttle(2-14)
A1PHT03_LD1_PT1,ARRAY,,BA1PHT01,A1PHT03_LD1,Port 1#
A1SPT04_SP1_CS3,ARRAY,,BA1SPT02,A1SPT04_SP1,Chamber 1#
A1SPT04_SP1_CS4,ARRAY,,BA1SPT02,A1SPT04_SP1,Chamber 2#
A1SPT04_SP1_RT2,ARRAY,,BA1SPT02,A1SPT04_SP1,SputterRobot
C1RUB02_LD1_PT1,CELL,,BC1RUB01,C1RUB02_LD1,In Port#1
A1SPT04_SP1_PT1,ARRAY,,BA1SPT02,A1SPT04_SP1,Port
A1SPT04_SP1_PT2,ARRAY,,BA1SPT02,A1SPT04_SP1,Port
A1SPT04_SP1_PT3,ARRAY,,BA1SPT02,A1SPT04_SP1,Port
C1RUB02_LD1_PT2,CELL,,BC1RUB01,C1RUB02_LD1,In Port#2
C1RUB02_LD1_PT3,CELL,,BC1RUB01,C1RUB02_LD1,In Port#3
C1RUB02_UD1_PT1,CELL,,BC1RUB01,C1RUB02_UD1,Out Port#1
C1RUB02_UD1_PT2,CELL,,BC1RUB01,C1RUB02_UD1,Out Port#2
C1RUB02_UD1_PT3,CELL,,BC1RUB01,C1RUB02_UD1,Out Port#3
C1RUB02_RB1_RT2,CELL,,BC1RUB01,C1RUB02_RB1,Robot #2
C1RUB02_RB1_RB1,CELL,,BC1RUB01,C1RUB02_RB1,Rubbing#1
A1PHT03_LD1_PT2,ARRAY,,BA1PHT01,A1PHT03_LD1,Port 2#
A1PHT03_LD1_PT3,ARRAY,,BA1PHT01,A1PHT03_LD1,Port 3#
A1PHT03_LD1_PT4,ARRAY,,BA1PHT01,A1PHT03_LD1,Port 4#
A1PHT03_LD1_PT5,ARRAY,,BA1PHT01,A1PHT03_LD1,Port 5#
A1PHT03_LD1_PT6,ARRAY,,BA1PHT01,A1PHT03_LD1,Port 6#
A1PHT03_DV1_IN1,ARRAY,,BA1PHT01,A1PHT03_DV1,Inspection（5-14）
A1PHT04_DV1_IN1,ARRAY,,BA1PHT01,A1PHT04_DV1,Inspection（5-14）
A1RVS01,ARRAY,,BA1INS01,,Review Station EQ
A1PHT02_LD1_PT1,ARRAY,,BA1PHT01,A1PHT02_LD1,Port 1#
A1PHT02_LD1_PT2,ARRAY,,BA1PHT01,A1PHT02_LD1,Port 2#
A1PHT02_LD1_PT3,ARRAY,,BA1PHT01,A1PHT02_LD1,Port 3#
A1PHT02_LD1_PT4,ARRAY,,BA1PHT01,A1PHT02_LD1,Port 4#
A1PHT02_LD1_PT5,ARRAY,,BA1PHT01,A1PHT02_LD1,Port 5#
A1PHT02_LD1_PT6,ARRAY,,BA1PHT01,A1PHT02_LD1,Port 6#
A1PHT02_CL1_LA1,ARRAY,,BA1PHT01,A1PHT02_CL1,Glass Out
A1PHT02_CL1_UA1,ARRAY,,BA1PHT01,A1PHT02_CL1,Glass in（Li.SOR)
A1PHT02_CL1_OV1,ARRAY,,BA1PHT01,A1PHT02_CL1,AD(2-2)
A1PHT02_CL1_OV2,ARRAY,,BA1PHT01,A1PHT02_CL1,AHP(2-3)
A1PHT02_CL1_OV3,ARRAY,,BA1PHT01,A1PHT02_CL1,TS COL(2-4)
A1PHT02_CL1_OV4,ARRAY,,BA1PHT01,A1PHT02_CL1,AHP(2-5)
A1PHT02_CL1_OV5,ARRAY,,BA1PHT01,A1PHT02_CL1,AHP(2-6)
